case:concept:name,concept:name,time:timestamp,org:resource,lifecycle:transition,case:applicant_type,case:priority,cost:amount
case_0497,health_inspection,2024-01-16 09:00:00-05:00,inspector_003,complete,existing_business,high,22.22
case_0497,approved,2024-01-22 09:00:00-05:00,,complete,existing_business,high,0.0
case_0498,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0498,intake_validation,2024-01-03 11:02:06.314110-05:00,clerk_001,complete,renewal,high,42.65
case_0498,assigned_to_reviewer,2024-01-05 14:54:33.886397-05:00,,complete,renewal,high,0.0
case_0498,review_in_progress,2024-01-05 15:02:21.043460-05:00,reviewer_001,complete,renewal,high,49.59
case_0498,request_additional_info,2024-01-09 09:00:00-05:00,,complete,renewal,high,0.0
case_0498,applicant_provided_info,2024-01-10 10:23:20.094441-05:00,,complete,renewal,high,0.0
case_0498,review_in_progress,2024-01-16 09:00:00-05:00,reviewer_003,complete,renewal,high,61.69
case_0498,request_additional_info,2024-01-22 09:00:00-05:00,,complete,renewal,high,0.0
case_0498,applicant_provided_info,2024-01-29 09:00:00-05:00,,complete,renewal,high,0.0
case_0498,review_in_progress,2024-01-31 11:55:38.933337-05:00,reviewer_002,complete,renewal,high,67.49
case_0498,health_inspection,2024-02-05 10:28:22.143904-05:00,inspector_003,complete,renewal,high,76.56
case_0498,approved,2024-02-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0499,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0499,intake_validation,2024-01-03 13:44:06.698740-05:00,clerk_002,complete,existing_business,normal,50.64
case_0499,assigned_to_reviewer,2024-01-05 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0499,review_in_progress,2024-01-05 09:26:45.611846-05:00,reviewer_001,complete,existing_business,normal,59.32
case_0499,health_inspection,2024-01-08 09:00:00-05:00,inspector_003,complete,existing_business,normal,50.37
case_0499,approved,2024-01-16 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0500,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0500,intake_validation,2024-01-03 12:53:53.396999-05:00,clerk_002,complete,renewal,normal,35.68
case_0500,assigned_to_reviewer,2024-01-05 09:08:24.616138-05:00,,complete,renewal,normal,0.0
case_0500,review_in_progress,2024-01-05 09:32:03.654280-05:00,reviewer_003,complete,renewal,normal,39.38
case_0500,request_additional_info,2024-01-10 09:00:00-05:00,,complete,renewal,normal,0.0
case_0500,applicant_provided_info,2024-01-12 09:00:00-05:00,,complete,renewal,normal,0.0
case_0500,review_in_progress,2024-01-16 09:00:00-05:00,reviewer_003,complete,renewal,normal,52.53
case_0500,health_inspection,2024-01-22 09:00:00-05:00,inspector_003,complete,renewal,normal,44.42
case_0500,rejected,2024-01-24 09:00:00-05:00,,complete,renewal,normal,0.0
case_0501,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0501,intake_validation,2024-01-03 10:34:51.929421-05:00,clerk_003,complete,existing_business,normal,26.47
case_0501,assigned_to_reviewer,2024-01-05 09:38:33.483367-05:00,,complete,existing_business,normal,0.0
case_0501,review_in_progress,2024-01-05 09:52:04.886898-05:00,reviewer_001,complete,existing_business,normal,57.52
case_0501,health_inspection,2024-01-08 09:00:00-05:00,inspector_002,complete,existing_business,normal,16.98
case_0501,approved,2024-01-16 15:37:06.990781-05:00,,complete,existing_business,normal,0.0
case_0502,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0502,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,new_business,normal,58.12
case_0502,assigned_to_reviewer,2024-01-05 09:06:15.009162-05:00,,complete,new_business,normal,0.0
case_0502,review_in_progress,2024-01-05 09:27:25.367136-05:00,reviewer_001,complete,new_business,normal,55.68
case_0502,health_inspection,2024-01-08 09:00:00-05:00,inspector_001,complete,new_business,normal,28.66
case_0502,approved,2024-01-11 09:00:00-05:00,,complete,new_business,normal,0.0
case_0503,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0503,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,new_business,normal,26.03
case_0503,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0503,review_in_progress,2024-01-08 09:29:15.503876-05:00,reviewer_004,complete,new_business,normal,52.03
case_0503,health_inspection,2024-01-11 09:00:00-05:00,inspector_001,complete,new_business,normal,53.35
case_0503,approved,2024-01-16 12:38:43.850752-05:00,,complete,new_business,normal,0.0
case_0504,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,low,0.0
case_0504,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,existing_business,low,85.79
case_0504,assigned_to_reviewer,2024-01-05 09:00:00-05:00,,complete,existing_business,low,0.0
case_0504,review_in_progress,2024-01-05 09:25:22.258970-05:00,reviewer_002,complete,existing_business,low,55.32
case_0504,health_inspection,2024-01-10 09:00:00-05:00,inspector_001,complete,existing_business,low,49.0
case_0504,approved,2024-01-12 16:42:36.754956-05:00,,complete,existing_business,low,0.0
case_0505,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0505,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,high,52.68
case_0505,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0505,review_in_progress,2024-01-08 09:11:29.654450-05:00,reviewer_002,complete,renewal,high,57.35
case_0505,health_inspection,2024-01-16 09:00:00-05:00,inspector_001,complete,renewal,high,43.29
case_0505,approved,2024-01-22 09:00:00-05:00,,complete,renewal,high,0.0
case_0506,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0506,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,49.54
case_0506,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0506,review_in_progress,2024-01-08 09:09:26.040037-05:00,reviewer_001,complete,renewal,normal,50.46
case_0506,health_inspection,2024-01-10 12:52:33.591149-05:00,inspector_001,complete,renewal,normal,71.24
case_0506,rejected,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0507,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0507,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,67.74
case_0507,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0507,review_in_progress,2024-01-08 09:12:46.737012-05:00,reviewer_002,complete,renewal,normal,66.74
case_0507,health_inspection,2024-01-16 09:00:00-05:00,inspector_001,complete,renewal,normal,71.51
case_0507,approved,2024-01-22 09:00:00-05:00,,complete,renewal,normal,0.0
case_0508,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,low,0.0
case_0508,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,existing_business,low,53.45
case_0508,assigned_to_reviewer,2024-01-05 14:10:18.313899-05:00,,complete,existing_business,low,0.0
case_0508,review_in_progress,2024-01-05 14:33:15.381192-05:00,reviewer_001,complete,existing_business,low,75.92
case_0508,health_inspection,2024-01-08 09:00:00-05:00,inspector_002,complete,existing_business,low,77.1
case_0508,approved,2024-01-12 09:00:00-05:00,,complete,existing_business,low,0.0
case_0509,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0509,intake_validation,2024-01-03 16:50:19.144214-05:00,clerk_001,complete,new_business,normal,46.02
case_0509,assigned_to_reviewer,2024-01-05 11:26:33.943320-05:00,,complete,new_business,normal,0.0
case_0509,review_in_progress,2024-01-05 11:49:46.812452-05:00,reviewer_001,complete,new_business,normal,68.96
case_0509,health_inspection,2024-01-08 09:00:00-05:00,inspector_003,complete,new_business,normal,52.36
case_0509,approved,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0510,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0510,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,existing_business,normal,75.03
case_0510,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0510,review_in_progress,2024-01-08 09:16:45.837330-05:00,reviewer_004,complete,existing_business,normal,49.25
case_0510,health_inspection,2024-01-16 09:00:00-05:00,inspector_003,complete,existing_business,normal,61.07
case_0510,approved,2024-01-19 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0511,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,low,0.0
case_0511,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,renewal,low,48.58
case_0511,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,low,0.0
case_0511,review_in_progress,2024-01-08 09:22:43.859633-05:00,reviewer_001,complete,renewal,low,47.41
case_0511,request_additional_info,2024-01-11 09:00:00-05:00,,complete,renewal,low,0.0
case_0511,applicant_provided_info,2024-01-12 10:01:47.790532-05:00,,complete,renewal,low,0.0
case_0511,review_in_progress,2024-01-16 09:00:00-05:00,reviewer_004,complete,renewal,low,55.33
case_0511,request_additional_info,2024-01-22 09:00:00-05:00,,complete,renewal,low,0.0
case_0511,applicant_provided_info,2024-01-25 09:00:00-05:00,,complete,renewal,low,0.0
case_0511,review_in_progress,2024-01-29 09:00:00-05:00,reviewer_002,complete,renewal,low,58.9
case_0511,health_inspection,2024-02-05 09:00:00-05:00,inspector_001,complete,renewal,low,59.01
case_0511,approved,2024-02-06 10:51:30.617406-05:00,,complete,renewal,low,0.0
case_0512,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0512,intake_validation,2024-01-03 09:59:59.431621-05:00,clerk_003,complete,new_business,normal,58.37
case_0512,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0512,review_in_progress,2024-01-08 09:23:56.073174-05:00,reviewer_003,complete,new_business,normal,70.95
case_0512,request_additional_info,2024-01-11 11:23:11.286114-05:00,,complete,new_business,normal,0.0
case_0512,withdrawn,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0513,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0513,intake_validation,2024-01-03 14:11:38.995147-05:00,clerk_002,complete,new_business,normal,31.91
case_0513,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0513,review_in_progress,2024-01-08 09:16:59.353441-05:00,reviewer_004,complete,new_business,normal,65.08
case_0513,request_additional_info,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0513,applicant_provided_info,2024-01-23 09:00:00-05:00,,complete,new_business,normal,0.0
case_0513,review_in_progress,2024-01-25 11:34:27.401359-05:00,reviewer_001,complete,new_business,normal,41.81
case_0513,health_inspection,2024-01-29 09:00:00-05:00,inspector_001,complete,new_business,normal,27.2
case_0513,approved,2024-02-05 09:00:00-05:00,,complete,new_business,normal,0.0
case_0514,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0514,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,high,58.2
case_0514,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0514,review_in_progress,2024-01-08 09:09:24.246840-05:00,reviewer_004,complete,renewal,high,83.09
case_0514,request_additional_info,2024-01-11 09:00:00-05:00,,complete,renewal,high,0.0
case_0514,withdrawn,2024-01-17 09:00:00-05:00,,complete,renewal,high,0.0
case_0515,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,low,0.0
case_0515,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,new_business,low,46.51
case_0515,rejected,2024-01-08 09:00:00-05:00,,complete,new_business,low,0.0
case_0516,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,low,0.0
case_0516,intake_validation,2024-01-03 14:10:17.089647-05:00,clerk_002,complete,existing_business,low,65.53
case_0516,rejected,2024-01-05 16:22:22.176845-05:00,,complete,existing_business,low,0.0
case_0517,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0517,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,53.69
case_0517,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0517,review_in_progress,2024-01-08 09:29:06.993036-05:00,reviewer_003,complete,renewal,normal,68.39
case_0517,request_additional_info,2024-01-10 12:39:43.701790-05:00,,complete,renewal,normal,0.0
case_0517,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0517,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_004,complete,renewal,normal,10.0
case_0517,health_inspection,2024-01-22 09:00:00-05:00,inspector_003,complete,renewal,normal,36.07
case_0517,approved,2024-01-29 09:00:00-05:00,,complete,renewal,normal,0.0
case_0518,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0518,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,existing_business,normal,45.99
case_0518,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0518,review_in_progress,2024-01-08 09:27:20.777877-05:00,reviewer_002,complete,existing_business,normal,56.19
case_0518,request_additional_info,2024-01-11 16:44:19.804778-05:00,,complete,existing_business,normal,0.0
case_0518,applicant_provided_info,2024-01-16 13:41:08.415303-05:00,,complete,existing_business,normal,0.0
case_0518,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_004,complete,existing_business,normal,48.47
case_0518,health_inspection,2024-01-23 09:00:00-05:00,inspector_001,complete,existing_business,normal,38.44
case_0518,approved,2024-01-29 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0519,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0519,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,renewal,normal,67.81
case_0519,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0519,review_in_progress,2024-01-08 09:19:48.669012-05:00,reviewer_003,complete,renewal,normal,73.01
case_0519,health_inspection,2024-01-12 10:34:44.239803-05:00,inspector_001,complete,renewal,normal,41.27
case_0519,rejected,2024-01-18 09:00:00-05:00,,complete,renewal,normal,0.0
case_0520,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,high,0.0
case_0520,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,new_business,high,66.83
case_0520,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,high,0.0
case_0520,review_in_progress,2024-01-08 09:10:31.196831-05:00,reviewer_004,complete,new_business,high,63.3
case_0520,health_inspection,2024-01-12 09:00:00-05:00,inspector_001,complete,new_business,high,60.62
case_0520,approved,2024-01-16 09:00:00-05:00,,complete,new_business,high,0.0
case_0521,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,high,0.0
case_0521,intake_validation,2024-01-03 09:44:46.819172-05:00,clerk_001,complete,new_business,high,46.56
case_0521,assigned_to_reviewer,2024-01-05 09:00:00-05:00,,complete,new_business,high,0.0
case_0521,review_in_progress,2024-01-05 09:28:49.458226-05:00,reviewer_002,complete,new_business,high,30.97
case_0521,health_inspection,2024-01-09 09:00:00-05:00,inspector_002,complete,new_business,high,63.28
case_0521,approved,2024-01-16 09:00:00-05:00,,complete,new_business,high,0.0
case_0522,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0522,intake_validation,2024-01-03 16:40:16.191613-05:00,clerk_002,complete,new_business,normal,59.49
case_0522,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0522,review_in_progress,2024-01-08 09:20:53.133683-05:00,reviewer_004,complete,new_business,normal,38.7
case_0522,health_inspection,2024-01-12 09:00:00-05:00,inspector_002,complete,new_business,normal,64.13
case_0522,approved,2024-01-17 16:26:28.133083-05:00,,complete,new_business,normal,0.0
case_0523,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,high,0.0
case_0523,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,existing_business,high,40.51
case_0523,assigned_to_reviewer,2024-01-05 10:38:54.323488-05:00,,complete,existing_business,high,0.0
case_0523,review_in_progress,2024-01-05 11:05:25.008246-05:00,reviewer_002,complete,existing_business,high,57.85
case_0523,request_additional_info,2024-01-12 14:34:11.037789-05:00,,complete,existing_business,high,0.0
case_0523,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,existing_business,high,0.0
case_0523,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_002,complete,existing_business,high,50.51
case_0523,health_inspection,2024-01-26 11:18:06.877942-05:00,inspector_002,complete,existing_business,high,44.43
case_0523,approved,2024-02-05 09:00:00-05:00,,complete,existing_business,high,0.0
case_0524,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0524,intake_validation,2024-01-03 12:42:54.390844-05:00,clerk_001,complete,new_business,normal,33.48
case_0524,assigned_to_reviewer,2024-01-05 09:00:00-05:00,,complete,new_business,normal,0.0
case_0524,review_in_progress,2024-01-05 09:25:21.795827-05:00,reviewer_004,complete,new_business,normal,59.17
case_0524,request_additional_info,2024-01-09 09:00:00-05:00,,complete,new_business,normal,0.0
case_0524,applicant_provided_info,2024-01-12 09:00:00-05:00,,complete,new_business,normal,0.0
case_0524,review_in_progress,2024-01-16 09:00:00-05:00,reviewer_001,complete,new_business,normal,52.59
case_0524,request_additional_info,2024-01-18 09:00:00-05:00,,complete,new_business,normal,0.0
case_0524,applicant_provided_info,2024-01-23 09:00:00-05:00,,complete,new_business,normal,0.0
case_0524,review_in_progress,2024-01-26 09:00:00-05:00,reviewer_001,complete,new_business,normal,27.21
case_0524,health_inspection,2024-01-29 09:00:00-05:00,inspector_001,complete,new_business,normal,46.36
case_0524,approved,2024-02-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0525,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,high,0.0
case_0525,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,new_business,high,55.41
case_0525,assigned_to_reviewer,2024-01-05 16:46:32.791669-05:00,,complete,new_business,high,0.0
case_0525,review_in_progress,2024-01-08 09:00:00-05:00,reviewer_002,complete,new_business,high,44.63
case_0525,request_additional_info,2024-01-11 14:28:24.696235-05:00,,complete,new_business,high,0.0
case_0525,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,new_business,high,0.0
case_0525,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_001,complete,new_business,high,65.62
case_0525,request_additional_info,2024-01-22 09:00:00-05:00,,complete,new_business,high,0.0
case_0525,applicant_provided_info,2024-01-24 09:00:00-05:00,,complete,new_business,high,0.0
case_0525,review_in_progress,2024-01-29 09:00:00-05:00,reviewer_004,complete,new_business,high,67.32
case_0525,request_additional_info,2024-02-01 09:00:00-05:00,,complete,new_business,high,0.0
case_0525,applicant_provided_info,2024-02-07 09:00:00-05:00,,complete,new_business,high,0.0
case_0525,review_in_progress,2024-02-12 09:00:00-05:00,reviewer_001,complete,new_business,high,33.81
case_0525,health_inspection,2024-02-15 09:00:00-05:00,inspector_001,complete,new_business,high,63.76
case_0525,approved,2024-02-20 09:00:00-05:00,,complete,new_business,high,0.0
case_0526,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,high,0.0
case_0526,intake_validation,2024-01-03 14:55:46.659754-05:00,clerk_003,complete,existing_business,high,43.08
case_0526,assigned_to_reviewer,2024-01-05 09:00:00-05:00,,complete,existing_business,high,0.0
case_0526,review_in_progress,2024-01-05 09:26:53.762966-05:00,reviewer_001,complete,existing_business,high,58.18
case_0526,health_inspection,2024-01-08 09:00:00-05:00,inspector_002,complete,existing_business,high,66.71
case_0526,approved,2024-01-10 16:40:04.178559-05:00,,complete,existing_business,high,0.0
case_0527,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0527,intake_validation,2024-01-03 12:46:29.434874-05:00,clerk_001,complete,renewal,normal,31.5
case_0527,assigned_to_reviewer,2024-01-05 13:19:58.960512-05:00,,complete,renewal,normal,0.0
case_0527,review_in_progress,2024-01-05 13:27:34.481438-05:00,reviewer_004,complete,renewal,normal,63.11
case_0527,health_inspection,2024-01-09 09:00:00-05:00,inspector_003,complete,renewal,normal,67.02
case_0527,approved,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0528,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0528,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,renewal,normal,41.28
case_0528,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0528,review_in_progress,2024-01-08 09:19:46.542880-05:00,reviewer_001,complete,renewal,normal,28.58
case_0528,health_inspection,2024-01-11 09:00:00-05:00,inspector_002,complete,renewal,normal,49.88
case_0528,approved,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0529,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0529,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,renewal,high,61.85
case_0529,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0529,review_in_progress,2024-01-08 09:12:20.030615-05:00,reviewer_003,complete,renewal,high,53.62
case_0529,health_inspection,2024-01-11 09:00:00-05:00,inspector_002,complete,renewal,high,18.66
case_0529,approved,2024-01-16 09:00:00-05:00,,complete,renewal,high,0.0
case_0530,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0530,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,57.28
case_0530,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0530,review_in_progress,2024-01-08 09:17:55.616191-05:00,reviewer_002,complete,new_business,normal,75.48
case_0530,health_inspection,2024-01-12 10:22:00.219251-05:00,inspector_001,complete,new_business,normal,41.0
case_0530,rejected,2024-01-19 09:00:00-05:00,,complete,new_business,normal,0.0
case_0531,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,low,0.0
case_0531,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,renewal,low,42.93
case_0531,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,low,0.0
case_0531,review_in_progress,2024-01-08 09:10:46.833622-05:00,reviewer_002,complete,renewal,low,70.04
case_0531,health_inspection,2024-01-16 09:00:00-05:00,inspector_001,complete,renewal,low,47.68
case_0531,approved,2024-01-19 09:33:09.131049-05:00,,complete,renewal,low,0.0
case_0532,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0532,intake_validation,2024-01-03 15:26:30.994631-05:00,clerk_003,complete,existing_business,normal,46.07
case_0532,rejected,2024-01-08 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0533,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0533,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,40.63
case_0533,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0533,review_in_progress,2024-01-08 09:26:10.705915-05:00,reviewer_003,complete,new_business,normal,45.7
case_0533,health_inspection,2024-01-16 09:00:00-05:00,inspector_002,complete,new_business,normal,59.66
case_0533,approved,2024-01-25 09:00:00-05:00,,complete,new_business,normal,0.0
case_0534,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0534,intake_validation,2024-01-03 11:17:47.068092-05:00,clerk_001,complete,existing_business,normal,41.26
case_0534,assigned_to_reviewer,2024-01-04 12:26:13.751636-05:00,,complete,existing_business,normal,0.0
case_0534,review_in_progress,2024-01-04 12:37:57.581506-05:00,reviewer_003,complete,existing_business,normal,52.27
case_0534,health_inspection,2024-01-08 09:00:00-05:00,inspector_001,complete,existing_business,normal,70.61
case_0534,approved,2024-01-12 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0535,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0535,intake_validation,2024-01-03 15:31:16.893271-05:00,clerk_002,complete,existing_business,normal,61.67
case_0535,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0535,review_in_progress,2024-01-08 09:17:58.606297-05:00,reviewer_004,complete,existing_business,normal,38.64
case_0535,request_additional_info,2024-01-16 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0535,applicant_provided_info,2024-01-19 15:23:01.157190-05:00,,complete,existing_business,normal,0.0
case_0535,review_in_progress,2024-01-22 09:00:00-05:00,reviewer_002,complete,existing_business,normal,41.01
case_0535,health_inspection,2024-01-26 09:00:00-05:00,inspector_002,complete,existing_business,normal,46.73
case_0535,approved,2024-02-05 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0536,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,high,0.0
case_0536,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,high,50.63
case_0536,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,high,0.0
case_0536,review_in_progress,2024-01-08 09:12:07.093052-05:00,reviewer_002,complete,new_business,high,67.11
case_0536,request_additional_info,2024-01-12 09:18:00.871995-05:00,,complete,new_business,high,0.0
case_0536,applicant_provided_info,2024-01-17 09:00:00-05:00,,complete,new_business,high,0.0
case_0536,review_in_progress,2024-01-22 09:00:00-05:00,reviewer_002,complete,new_business,high,49.69
case_0536,request_additional_info,2024-01-29 09:00:00-05:00,,complete,new_business,high,0.0
case_0536,applicant_provided_info,2024-01-31 09:00:00-05:00,,complete,new_business,high,0.0
case_0536,review_in_progress,2024-02-02 10:12:05.622243-05:00,reviewer_004,complete,new_business,high,38.04
case_0536,request_additional_info,2024-02-07 09:00:00-05:00,,complete,new_business,high,0.0
case_0536,applicant_provided_info,2024-02-12 09:00:00-05:00,,complete,new_business,high,0.0
case_0536,review_in_progress,2024-02-15 09:00:00-05:00,reviewer_001,complete,new_business,high,53.63
case_0536,request_additional_info,2024-02-20 09:00:00-05:00,,complete,new_business,high,0.0
case_0536,withdrawn,2024-02-27 09:00:00-05:00,,complete,new_business,high,0.0
case_0537,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0537,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,renewal,normal,57.97
case_0537,assigned_to_reviewer,2024-01-05 12:14:03.627399-05:00,,complete,renewal,normal,0.0
case_0537,review_in_progress,2024-01-05 12:24:20.999457-05:00,reviewer_002,complete,renewal,normal,72.3
case_0537,health_inspection,2024-01-12 09:00:00-05:00,inspector_003,complete,renewal,normal,50.05
case_0537,approved,2024-01-18 12:10:43.159195-05:00,,complete,renewal,normal,0.0
case_0538,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0538,intake_validation,2024-01-03 12:14:19.602607-05:00,clerk_001,complete,new_business,normal,51.99
case_0538,assigned_to_reviewer,2024-01-04 13:23:48.949763-05:00,,complete,new_business,normal,0.0
case_0538,review_in_progress,2024-01-04 13:43:35.314647-05:00,reviewer_002,complete,new_business,normal,53.28
case_0538,request_additional_info,2024-01-08 15:06:57.139003-05:00,,complete,new_business,normal,0.0
case_0538,applicant_provided_info,2024-01-10 09:00:00-05:00,,complete,new_business,normal,0.0
case_0538,review_in_progress,2024-01-12 09:00:49.541015-05:00,reviewer_004,complete,new_business,normal,56.45
case_0538,health_inspection,2024-01-17 09:00:00-05:00,inspector_002,complete,new_business,normal,12.1
case_0538,approved,2024-01-26 09:00:00-05:00,,complete,new_business,normal,0.0
case_0539,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0539,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,43.98
